00:38:17	11.5	18.3	49.5	41.5	42.5	42.3	40.5	42.6	41.5	
01:38:17	9.5	15.5	26.5	42.7	40.5	41.5	43.8	42.5	41.5	
02:38:17	12.5	14.5	45.9	41.3	43.7	44.5	41.7	42.5	42.3	
03:38:17	12.5	18.6	35.5	43.6	41.5	44.8	41.5	42.5	40.6	
04:38:17	8.5	12.5	38.5	41.1	41.6	44.5	40.5	42.6	43.5	
05:38:17	9.5	18.5	42.5	42.5	43.7	42.8	40.5	41.5	42.6	
06:38:17	10.6	13.5	36.9	44.7	41.5	40.3	42.5	41.5	40.4	
07:38:17	10.5	16.7	26.5	43.5	42.9	43.4	42.7	41.3	42.5	
08:38:17	16.5	19.8	58.5	44.5	45.2	47.5	45.5	45.5	46.7	
09:38:17	16.5	23.8	67.6	43.5	44.7	45.4	47.5	43.5	47.9	
10:38:17	16.5	22.5	64.6	45.5	46.5	45.3	43.4	45.5	46.5	
11:38:17	18.5	22.5	44.3	44.5	47.1	45.5	47.1	46.5	45.4	
12:38:17	16.6	21.5	43.5	45.5	44.9	44.9	46.5	44.1	45.5	
13:38:17	14.5	19.5	49.5	45.6	45.4	47.1	45.5	45.5	45.5	
14:38:17	14.5	22.5	52.5	45.8	44.5	45.6	45.5	43.5	47.5	
15:38:17	14.5	24.6	60.8	47.3	47.9	46.5	46.5	47.5	45.1	
16:38:17	16.4	19.4	47.6	45.5	45.5	46.5	47.5	44.5	43.5	
17:38:17	18.5	24.5	66.5	46.5	46.1	46.1	46.5	46.5	47.5	
18:38:17	17.5	15.5	54.5	49.5	47.8	50.5	51.5	51.7	49.5	
19:38:17	18.5	18.5	46.6	51.5	50.1	47.5	49.6	48.5	48.5	
20:38:17	18.5	18.3	42.8	49.9	50.8	49.3	47.5	50.1	49.5	
21:38:17	14.5	17.5	57.7	49.9	50.8	47.4	51.5	50.8	49.8	
22:38:17	15.3	20.5	50.7	49.5	48.5	48.5	49.5	49.5	51.8	
23:38:17	17.3	15.7	63.6	49.5	47.7	51.3	48.3	49.9	50.4	
