00:42:52	8.5	16.5	37.5	50.5	49.5	49.5	50.5	50.5	49.5	
01:42:52	11.5	13.5	49.5	52.1	52.5	50.5	49.5	50.5	49.5	
02:42:52	11.5	14.8	40.5	48.9	49.5	52.5	49.5	49.5	48.5	
03:42:52	11.5	15.5	32.5	50.5	51.5	52.2	50.5	49.1	52.5	
04:42:52	11.5	16.5	28.5	48.6	52.8	50.5	50.8	51.5	50.5	
05:42:52	11.5	14.9	49.5	50.5	50.3	52.5	50.2	48.1	52.5	
06:42:52	9.1	16.5	27.5	48.3	49.5	48.5	48.5	50.5	50.8	
07:42:52	12.2	17.3	43.6	51.1	52.5	48.5	52.2	49.1	50.5	
08:42:52	15.5	21.3	47.1	21.5	20.5	20.5	20.5	19.5	20.5	
09:42:52	15.4	22.5	67.5	21.5	20.4	19.6	19.5	22.9	20.5	
10:42:52	16.5	20.5	59.9	20.3	22.5	22.5	20.5	20.2	19.5	
11:42:52	14.5	24.5	58.5	20.5	20.5	20.5	20.5	21.2	21.4	
12:42:52	14.5	22.2	46.5	19.5	20.5	20.5	20.5	20.5	18.5	
13:42:52	14.8	21.5	52.5	21.5	20.5	19.5	21.5	20.5	21.5	
14:42:52	16.5	21.4	57.3	20.5	20.5	22.2	20.7	20.5	20.5	
15:42:52	17.5	25.5	61.5	21.3	19.3	20.5	19.5	19.3	20.5	
16:42:52	18.5	25.2	65.5	20.5	20.5	21.5	20.7	22.6	19.5	
17:42:52	16.4	20.6	69.5	21.5	19.6	22.5	19.5	21.5	20.5	
18:42:52	16.1	16.4	51.2	59.5	60.7	58.5	58.5	61.6	59.5	
19:42:52	14.2	19.5	66.6	60.5	60.5	60.5	59.5	60.4	62.5	
20:42:52	17.5	16.7	58.5	60.2	58.5	59.5	59.5	58.5	60.6	
21:42:52	16.7	16.5	49.5	58.5	62.5	60.1	60.9	61.5	62.5	
22:42:52	16.5	18.5	57.1	62.2	62.5	62.1	61.5	59.7	60.5	
23:42:52	17.4	17.5	65.6	59.9	59.5	62.5	59.7	58.5	61.5	
